theta,omega
3.0240654201,-0.6279576415
2.5968854110,-1.0880944967
3.0712480861,-0.8510822228
2.1657061924,-1.2710301380
2.9874871707,-0.6571517301
3.0180755287,-0.9325948321
2.8224123287,-0.7479088395
2.9851328390,-0.6205495497
2.5402184184,-1.1084635699
3.0291837934,-0.8461102748
2.3216440966,-1.1353724771
3.0465579775,-0.8035231436
2.1658053742,-1.2893941933
2.9713030443,-0.6637048207
2.5435932573,-1.1369259246
3.0629041031,-0.8531788297
2.2012453093,-1.2377317134
3.0203406877,-0.6268247786
2.7215856549,-0.7138246702
3.1079620856,-0.7492947746
3.0572403290,-0.7982028970
2.1992924581,-1.2841848817
3.0029063240,-0.6436271804
2.4630298350,-1.0847866448
3.1091293236,-0.8448715315
2.3608380084,-1.2210604500
3.1386712405,-0.5330023765
3.0693468333,-0.8531909121
2.1726368411,-1.2565085705
3.0007272546,-0.6431032193
2.1372870754,-1.1376399194
3.0380923884,-0.6153627980
2.0712654467,-1.1847270606
2.9644058318,-0.6695312196
2.3361883973,-1.2327082265
3.1144534162,-0.5533014497
2.4710469454,-1.0808962574
3.1268179630,-0.8442928934
2.6680369383,-1.0767488808
2.6108730861,-0.7965602653
3.0354892359,-0.8464984491
2.2934682932,-1.1586119905
3.1247404532,-0.5440154351
2.8885752364,-0.9693304762
3.1235389066,-0.7302351323
2.6184354813,-1.0787724752
2.5579904099,-1.0038684549
3.0422198424,-0.8169873457
2.1745428554,-1.2583012906
3.0001786901,-0.6457836231
2.4445783235,-1.1334575434
3.0336500400,-0.8434110766
2.2837470588,-1.1653629245
3.1149783605,-0.5506594998
2.5269313656,-1.0310674228
3.0929736438,-0.7589766035
3.0454934449,-0.8081853488
2.1534263056,-1.2839262473
2.9743296186,-0.6640950668
2.5594521152,-1.1318127349
2.4891991587,-1.0600828939
2.6265143374,-0.9453421269
2.6630708512,-0.9141190615
2.5751925762,-0.9863715135
3.0517905894,-0.8527139394
2.2406883874,-1.2022831343
3.0655300888,-0.5906500658
2.3409910468,-0.9946178737
3.0323990911,-0.8422523518
2.2834563225,-1.1652691082
3.1149740556,-0.5503687516
2.0045277363,-1.2261720405
2.9108165869,-0.7157177336
2.3902523095,-1.0792242718
3.0320747635,-0.8334534028
2.2575199562,-1.1881643534
3.0844236009,-0.5757467603
3.1089902807,-0.8886824462
2.1654689360,-1.2792067298
2.9755191470,-0.6625229107
2.6236802464,-1.1017665373
3.0943807732,-0.7610559016
2.1415780010,-1.1357335504
3.0416473922,-0.6131338096
2.8543274692,-0.7562472858
2.8654127678,-0.7138087393
2.6333093208,-0.8895307600
3.0391427941,-0.8210967138
2.1940699732,-1.2451275646
3.0116295985,-0.6340459671
2.1585778694,-1.1221170836
3.0602877826,-0.5971918259
2.9757512541,-0.5182434835
3.0285191329,-0.8392163639
2.3049584768,-1.1505933285
3.1363414946,-0.5360464614
2.7727468997,-1.0162743490
3.0513314325,-0.9083972761
2.5042573115,-0.9878341740
3.0298721327,-0.8445930374
2.3212929790,-1.1374339641
3.0309188474,-0.8399463917
2.2914050151,-1.1607474240
3.1219878892,-0.5465776488
2.0640226214,-1.1852482564
2.9676095910,-0.6697158790
2.3403301127,-1.2282425798
3.1273777795,-0.5459372581
2.7537821400,-1.0206064022
2.6269271742,-1.0768530814
2.2510545273,-1.0612423620
3.1232449248,-0.8431877859
2.6573638175,-1.0851176529
2.5275494116,-1.1139137005
3.0616567834,-0.8532402364
2.2059475885,-1.2334495754
3.0256633941,-0.6226678697
2.6907204487,-1.0476881632
3.1018960016,-0.8889595329
2.1688704384,-1.2684008427
2.9840131866,-0.6537645422
3.1330515594,-0.8901027462
2.2305520930,-1.2746937419
3.0212237334,-0.6242390402
3.0635975011,-0.4543148472
2.8733225396,-0.7433886857
2.7223618671,-0.8196682653
3.0293379356,-0.8348539663
2.2833951913,-1.1682895098
3.1120428821,-0.5552811834
2.7536199118,-1.0221003167
2.4505661530,-1.1051354315
3.0556596044,-0.8511330736
2.2178144858,-1.2159756087
3.0510986276,-0.6041734321
3.0653333363,-0.8534594156
2.1970105162,-1.2426797418
3.0146996897,-0.6319489242
2.5112055746,-1.0450539419
2.5119322856,-1.1183696782
3.0384267918,-0.8505033235
2.2879235857,-1.1616809168
3.1199267189,-0.5465283227
2.5625524849,-0.8305734747
2.7570611594,-0.8391205537
3.0945491320,-0.7576348334
3.1341585408,-0.3977105490
3.0893669058,-0.7681443791
2.8941500602,-0.7237916913
2.5021465630,-0.9938845119
3.0663085852,-0.7806076512
2.5299316279,-1.1432378685
2.8249328546,-0.6386096044
2.5069775330,-0.9890730879
3.0322470877,-0.8380166612
2.2864594288,-1.1611015122
3.1254854000,-0.5474512295
2.6242538568,-0.9426438678
2.8177979125,-0.9963057680
3.1117569142,-0.8458383717
2.3766862873,-1.2147439630
3.0391407180,-0.8483062302
2.2790803878,-1.1696270252
3.1093061940,-0.5555290951
2.5709067631,-0.8247616171
2.8597159491,-0.7571366490
2.8650352817,-0.7124386246
2.6262469811,-0.8998238375
3.0601416472,-0.7887252652
2.3155259512,-1.2412703914
3.0959237465,-0.5670465094
3.0779434520,-0.8528180562
2.1570469650,-1.2763344750
2.9803613250,-0.6597126853
2.7825884363,-1.0252872352
2.7364022041,-0.7027907327
3.1194600034,-0.5227811572
2.9980563945,-0.9280165158
2.9030078297,-0.6809833007
2.2584123729,-1.1863430350
3.0865541091,-0.5728996315
2.9766622257,-0.5161499536
3.1018616334,-0.8517037805
2.2012771330,-1.2839760856
3.0039417679,-0.6437268760
2.5162953101,-1.1169441844
2.4445025470,-0.9187167069
3.1242136459,-0.7344826111
2.0677941626,-1.1822876704
2.9719198394,-0.6648101063
2.4963625706,-1.1611612408
3.0599394907,-0.8523525829
2.2155320807,-1.2206949990
3.0461853571,-0.6102101442
2.5321014775,-1.0255924466
3.0302862882,-0.8265803656
2.2374500268,-1.2044874715
3.0624050875,-0.5926215595
2.4478133488,-0.9160258072
3.0714141697,-0.7810782391
2.5700289469,-1.1219312108
3.1000119629,-0.8516263807
2.1931487695,-1.2861533756
2.9977404731,-0.6481392716
2.6679994310,-1.0569214105
2.7349193008,-1.0283328581
2.5703106510,-0.8294774020
2.7519124581,-0.8429813087
3.0303566935,-0.8461886849
2.3208872284,-1.1368884854
3.0303412631,-0.8315121458
2.2549463072,-1.1896462601
3.0821544249,-0.5769692735
2.1064131611,-1.1571743961
3.0091144158,-0.6355624265
2.6952285922,-0.7335519858
3.0897842619,-0.8488008801
2.1792232284,-1.2894357147
2.9791265210,-0.6595964594
2.7858757859,-1.0288650745
2.5999730182,-0.9662924337
2.5396716148,-1.0171297993
3.0819689629,-0.8498959739
2.1616577194,-1.2882942144
2.9693882079,-0.6647321691
2.4954140300,-1.1589113536
3.0650608681,-0.8508005300
2.1890646277,-1.2496999325
3.0060483410,-0.6382783933
2.8786442820,-0.7375551546
2.6654800168,-0.8686297693
3.0275954539,-0.8396469200
2.3069163928,-1.1481543509
3.1393748545,-0.5328914837
3.0613919906,-0.8542192234
2.2078627950,-1.2253659903
3.0393536522,-0.6139936128
3.1318561732,-0.8421389791
2.9640973146,-0.9535495792
3.1232443745,-0.5137942243
3.0735166520,-0.8526236921
2.1733476434,-1.2672547946
2.9866901206,-0.6537740474
3.0896255394,-0.4324384200
3.0459283618,-0.8092381165
2.1658673541,-1.2817876656
2.9743086663,-0.6638764622
2.5661341734,-1.1285475783
3.0469821769,-0.8081069994
2.1550732539,-1.2847594457
2.9746216149,-0.6648014082
2.5291527856,-1.1412080781
3.0881100255,-0.4362107317
3.0350654952,-0.8428849283
2.2889142568,-1.1583920630
3.1289022241,-0.5441294233
2.4437722064,-1.1063938368
3.0494917030,-0.8490800662
2.2285827940,-1.2105104294
3.0538093476,-0.5981751356
3.0541168966,-0.8531164388
2.2356328075,-1.2074122334
3.0591071523,-0.5963856499
2.3611090128,-0.9830557160
3.0536043370,-0.8509958185
2.2275793648,-1.2079772403
3.0616731009,-0.5961323723
2.8255508948,-0.7804046760
3.0676799546,-0.5611799594
2.8955577893,-0.9638491184
3.0232103884,-0.9182057496
2.7228903211,-0.8187378193
3.0352570609,-0.8212304462
2.2068475703,-1.2329979754
3.0264046374,-0.6222970651
2.8312775622,-0.7751082559
3.0287839032,-0.5898078758
2.7975749197,-0.6554354222
2.7099997091,-0.8335714674
2.1647315843,-1.1167367312
3.0677721181,-0.5897135969
2.2222629632,-1.0788452845
3.1248864636,-0.5467880988
2.6397105587,-0.9298275418
2.8028414340,-0.6533963484
2.6831898020,-0.8505620362
2.5240825877,-1.1131902386
3.0789230544,-0.4431685542
3.0271251261,-0.8429835671
2.3169609014,-1.1388131335
3.0341909450,-0.8461368532
2.2895521916,-1.1600942253
3.1220114873,-0.5446477595
2.4380509429,-1.1246457454
3.0345462086,-0.8426103946
2.2868699001,-1.1649219538
3.1164399083,-0.5513695085
3.1083969157,-0.7462963064
2.5193420346,-1.1160733367
2.5215176628,-1.1164368091
3.0357371512,-0.8413339686
2.2782372916,-1.1724686393
3.1063033423,-0.5597639937
3.0283581963,-0.8329822381
2.2750462333,-1.1740428448
3.1037322306,-0.5608613202
3.0476760664,-0.8017705941
2.1708513678,-1.2897531599
2.9740730750,-0.6622789588
2.6190063996,-1.1026744776
3.0404286863,-0.8514876512
2.2891193855,-1.1565441239
3.1307494960,-0.5411830173
2.7451983176,-0.6984667878
3.0897189320,-0.5414691488
3.0429137060,-0.8077789142
2.1629255721,-1.2815358133
2.9731635732,-0.6631068143
2.5795148497,-1.1210598072
2.9145295543,-0.9564947772
3.0686757152,-0.8496799899
2.1718546709,-1.2655077831
2.9873169323,-0.6514548744
3.0561258979,-0.7984065992
2.1957258872,-1.2847916155
3.0008384370,-0.6438356170
3.0338814773,-0.8473251674
2.3178089944,-1.1357550240
3.0550742320,-0.8016172330
2.1779158798,-1.2894264940
2.9865405596,-0.6562068120
3.0641248094,-0.9140932691
2.4486859828,-1.0354490414
2.8965225371,-0.9639103736
3.0196877743,-0.9199182179
2.7537895734,-0.7953387664
3.0900199394,-0.8470453445
2.1872028949,-1.2879161719
2.9925207577,-0.6535170187
2.7886037713,-1.0074333026
2.4800918696,-0.8964491344
2.8988887814,-0.9636823066
3.0377317308,-0.8429841727
2.2693582829,-1.1730260667
3.1083762375,-0.5591522344
3.0755682305,-0.8527402921
2.1710208770,-1.2709753735
2.9831679400,-0.6568506775
2.9741108862,-0.9522433530
3.0965138332,-0.5361202584
2.5182943923,-0.8659800011
3.0789368364,-0.8503909974
2.1598725010,-1.2848071790
2.9700258607,-0.6642392556
2.5146428017,-1.1500412911
3.1150544708,-0.8455837689
2.4205531047,-1.1956242547
3.1239153439,-0.7384186068
3.0849596382,-0.4377575066
3.0517911966,-0.8516412422
2.2353662223,-1.2008170004
3.0708637930,-0.5884155990
2.4432873594,-1.1264723403
3.0378430880,-0.8432465985
2.2795456411,-1.1665926542
3.1179198868,-0.5532951696
3.1012300440,-0.8481489590
2.2448645271,-1.2698546340
3.0328442963,-0.6161447025
2.4768806479,-1.1297395493
3.0680201200,-0.8511871537
2.1726447009,-1.2568551950
3.0004708155,-0.6435222193
3.1215981364,-0.8484997291
2.4445878819,-1.1819603284
3.0442013431,-0.8104744972
2.1646035624,-1.2792643018
2.9752014424,-0.6620446158
2.6373128055,-1.0949290780
2.7737317472,-0.8197962387
3.1140200653,-0.8436693161
2.4584115172,-1.1764280437
3.0349773154,-0.8288620266
2.2343185173,-1.2092133073
3.0570461057,-0.5985146737
3.0395458865,-0.8147759709
2.1746966597,-1.2633608876
2.9900494805,-0.6498538163
3.1190213331,-0.8451266567
2.5210249465,-1.1481082846
3.1306568904,-0.8440086507
2.7750264196,-1.0291409601
2.4475383271,-1.1313346370
3.0383194700,-0.8434257256
2.2802078510,-1.1664951699
3.1182345955,-0.5534385760
3.1012856112,-0.8484348499
2.2418716047,-1.2711577154
3.0299892971,-0.6187729433
2.4449189513,-1.1336206967
3.0336148182,-0.8436519513
2.2825755045,-1.1658644179
3.1141047064,-0.5509464705
3.0328543936,-0.8363270251
2.2775552524,-1.1685721591
3.1153718420,-0.5556045486
2.5020566318,-1.0520348880
2.4450486639,-1.1337386755
3.0335170725,-0.8437915700
2.2814014100,-1.1663881095
3.1187341677,-0.5538162072
3.1388965260,-0.3934812818
3.0752201051,-0.7813859898
2.6356678174,-1.0925138304
2.6366803035,-0.7765153682
3.1055674570,-0.8486843471
2.2700118217,-1.2609893387
3.0536326405,-0.6015619379
3.1357644297,-0.8428831846
3.0437670298,-0.9256537346
2.6518826328,-0.8753140445
2.6214768025,-0.7909225245
2.5367577056,-1.1086133338
3.0879564077,-0.8534464630
2.1587832086,-1.2870048691
2.9751794924,-0.6662307199
2.4927862139,-1.1594954236
3.0616058966,-0.8503825386
2.1948799299,-1.2427679265
3.0138077973,-0.6312979187
2.8787755025,-0.9732897825
3.1153136088,-0.8453770483
2.4511643857,-1.1801105541
3.0416337410,-0.8175516579
2.1698088689,-1.2601436708
2.9969085322,-0.6464405122
2.4588588128,-1.1330941389
3.0433355344,-0.8483682852
2.2715123300,-1.1727746223
3.1093386212,-0.5597259555
3.0649822706,-0.8541744938
2.1933989791,-1.2380845389
3.0233166097,-0.6264093628
3.0406692724,-0.8518545911
2.3077641805,-1.1448686232
2.6564848447,-0.7639476121
3.0786168103,-0.8510072403
2.1618833986,-1.2823564678
2.9721983175,-0.6635347907
2.5562309662,-1.1315614046
3.0553707686,-0.8533643941
2.2323172927,-1.2105244976
3.0551401420,-0.5997284083
2.4420681216,-0.9224984017
2.4355269355,-1.1275310329
3.0319483420,-0.8408205944
2.2828488376,-1.1663597556
3.1137178486,-0.5518804650
2.7961421942,-1.0023940041
2.9091880340,-0.9624946464
3.0460158986,-0.8480144965
2.2449809138,-1.1977587505
3.0711727270,-0.5854520001
3.0330145768,-0.9146183276
2.6561071108,-0.8767015548
3.0650119126,-0.7934192957
2.2865571852,-1.2519234738
3.0775029492,-0.5856643800
3.0315409346,-0.9127443824
2.6394018054,-0.8873224328
3.0524898721,-0.8514233478
2.2391125373,-1.2050252354
3.0624950707,-0.5941892027
2.4423532771,-1.1238482107
3.0378858806,-0.8440470841
2.2797729566,-1.1658523430
3.1187021243,-0.5521897090
3.0686284432,-0.9028223739
2.3716095650,-1.0913227487
3.0430060780,-0.8075649269
2.1595131355,-1.2842075711
2.9768738417,-0.6654291081
2.5313609240,-1.1420288844
2.9842514958,-0.9340696716
2.9936112949,-0.6129634730
3.0705939385,-0.9026994199
2.3628892169,-1.0987137900
3.0635788483,-0.7854618078
2.4069128715,-1.2000641565
2.8146426749,-0.9962567563
2.5743086620,-0.8273814272
2.8565752269,-0.7583620120
2.8773697985,-0.7018277702
2.4970182015,-0.9988568291
2.6200640362,-1.0757826666
2.1761907894,-1.1128396526
3.0692297219,-0.5871322877
2.4489425800,-1.1329033100
3.0373850623,-0.8444057584
2.2784327417,-1.1659177031
3.1181916514,-0.5516843892
2.9583334289,-0.5306292326
3.1192641451,-0.8461935101
2.4899176759,-1.1635698781
3.0510286270,-0.8508800664
2.2443744421,-1.1951005339
3.0792312281,-0.5833563781
3.0164612362,-0.9178662521
2.7494929980,-0.8019932135
2.5454799763,-1.1070782836
2.6125696926,-1.0824334768
3.1066643426,-0.7457454001
2.4444425930,-1.1048378505
3.0519624047,-0.8491570878
2.2167941804,-1.2202444494
3.0470386707,-0.6100491380
3.0157611936,-0.9232193418
2.8024293400,-0.7596804917
3.0799640767,-0.5517856554
2.1868209313,-1.1028242277
3.0891654671,-0.5739702827
2.6344442414,-1.0722261394
2.9193361654,-0.9589798734
3.0874501371,-0.8512784353
2.1593884374,-1.2884026513
2.9749409924,-0.6661731968
2.4925332062,-1.1594150893
3.0616528800,-0.8502492096
2.1932324731,-1.2439628324
3.0122112164,-0.6322949861
3.0539284503,-0.8546583721
2.2506876789,-1.1909475536
3.0852380032,-0.5795714371
2.4409670751,-1.1324629725
3.0327081554,-0.8417110865
2.2843274904,-1.1654576448
3.1150800079,-0.5510787259
2.6414695944,-0.7738457217
2.4508501964,-1.1067331388
3.0539353722,-0.8512614751
2.2305727701,-1.2062313116
3.0643014224,-0.5947133139
2.4477410097,-1.1012450101
3.0595516930,-0.8495478186
2.1920445619,-1.2431068624
3.0124412544,-0.6307344358
3.0767858537,-0.4445061091
3.0365447222,-0.8344982769
2.2444237583,-1.1942048736
3.0800770191,-0.5819442393
3.0637878236,-0.9006774580
2.3755203484,-1.0914537316
3.0482653117,-0.8069126250
2.1666798049,-1.2868954452
2.9722901452,-0.6652633605
2.5061675965,-1.1560532229
3.0819239891,-0.8516355192
2.1575212752,-1.2819559729
2.9771572961,-0.6640541114
2.5775156661,-1.1197420122
3.1133917717,-0.7446244735
3.0742642582,-0.7734485906
2.8934760297,-0.9818291044
3.0248620363,-0.8366971827
2.2946510513,-1.1555305449
3.1335576448,-0.5420617858
2.9730848436,-0.5217448706
2.8056598492,-1.0000079427
2.4477575765,-1.1336988876
3.0435708396,-0.8482515841
2.2769974169,-1.1696834808
3.1141197732,-0.5571856467
2.4782074166,-1.1296198118
3.0693636617,-0.8514894949
2.1722393564,-1.2582902988
2.9992331508,-0.6451210734
2.8351700874,-0.9923253822
2.5146793104,-1.1174354221
3.0646342065,-0.8537956963
2.1902793947,-1.2399889945
3.0205735029,-0.6278656766
3.0691623094,-0.9009334854
2.3588825184,-1.1066979822
3.1047896096,-0.7537942784
2.4599684511,-1.0925160697
3.0852661814,-0.8499677055
2.1556781830,-1.2896425708
2.9728150192,-0.6654170970
2.5066891556,-1.1562260693
3.0816463061,-0.8519980832
2.1590703732,-1.2802066087
2.9788397642,-0.6632660013
2.6221852895,-1.0995501653
2.5600630781,-1.1004893278
3.0598488235,-0.9018801308
2.4041118326,-1.0689366465
3.0378750223,-0.8458168306
2.2841859215,-1.1672275051
3.1133203786,-0.5539280664
2.7016900535,-0.8794096519
2.9088480567,-0.5716435662
2.7834337209,-1.0260665466
2.5095063049,-0.8740963797
3.0332920486,-0.8335959756
2.2635618237,-1.1798870530
3.0999520789,-0.5676048760
2.4886937153,-1.1267797864
3.0923922053,-0.8494706189
2.1719671737,-1.2904584129
2.9826208806,-0.6581626480
2.8930931249,-0.9783548301
3.1404975092,-0.7195259497
2.5825056219,-0.8201344951
2.8571548900,-0.7563036234
2.8579944823,-0.7152518995
2.6601267974,-0.8709309827
3.0535374403,-0.8001138897
2.1927810047,-1.2869360717
2.9892629045,-0.6513461221
3.0829168422,-0.7670530007
3.1171546111,-0.7365769859
2.4750111923,-1.0721637140
2.4045107438,-0.9513822125
2.8692946083,-0.9751502481
3.0731764857,-0.7766461762
2.7482103352,-1.0450811291
2.6139563679,-0.7981728770
3.0208560797,-0.9214795486
2.7672143206,-0.7868661034
3.0332553027,-0.8407753305
2.2823640371,-1.1679548796
3.1120167279,-0.5542751303
2.4988434186,-1.1237893029
3.1194431844,-0.8456868487
2.4724930536,-1.1675089313
3.0350711119,-0.8449336040
2.2779586182,-1.1691069396
3.1149908488,-0.5566836577
3.0092881112,-0.4925272927
3.0209402054,-0.9195913155
2.7460401038,-0.8014293754
3.0316542510,-0.8378765888
2.2873065396,-1.1601193325
3.1267105165,-0.5462245365
2.4895374264,-1.1253636763
3.1027998126,-0.8460723770
2.2741519732,-1.2583057362
3.0587472018,-0.5956647820
2.4388264531,-1.1116517682
3.0492709749,-0.8506232603
2.2568186960,-1.1858548900
3.0920649105,-0.5741868743
2.2869283106,-1.0353706270
2.1413354745,-1.1328424759
3.0440177467,-0.6085788004
2.7122827526,-1.0399424738
3.0400447980,-0.8196342197
2.1856893004,-1.2466791979
3.0134838738,-0.6350384837
2.7104118983,-0.8703092276
2.5912532575,-1.0914924437
3.0851713404,-0.8510590352
2.1663447351,-1.2880515842
2.9716871262,-0.6651801967
2.5033146874,-1.1569427655
3.0767655645,-0.8516330288
2.1607111646,-1.2737233642
2.9836045587,-0.6583330729
2.8936714086,-0.9792268866
3.0984467216,-0.7568250246
3.0208173822,-0.9193444730
2.7437127999,-0.8029508880
2.1184290940,-1.1508403660
3.0192051171,-0.6300195325
2.6599739184,-0.9171607551
2.5853424606,-0.9783040275
2.4456471294,-1.1329170551
3.0352192123,-0.8433495347
2.2874732252,-1.1646014591
3.1169492220,-0.5511219243
3.0377230765,-0.8447563662
2.2734806885,-1.1745936645
3.1026701331,-0.5610751912
3.0444444810,-0.8043807620
2.1625340718,-1.2875284990
2.9701363865,-0.6647019097
2.5028339249,-1.1558998462
3.0802008090,-0.8503542115
2.1658462977,-1.2823225420
2.9739572386,-0.6643318606
2.5484766893,-1.1368362207
3.0585822124,-0.8546438083
2.2240598648,-1.2121160428
3.0567466050,-0.6009399673
2.7591049929,-0.8309765248
3.0281057057,-0.8318315605
2.2688928771,-1.1785502938
3.0973632243,-0.5653894475
2.4459723209,-1.1087988733
3.0483549384,-0.8497102510
2.2496982817,-1.1957484046
3.0746713123,-0.5843317940
3.0398672950,-0.9138281709
2.6130903556,-0.9050210041
2.8459578093,-0.7618411490
2.9182803881,-0.6723524507
2.1774304983,-1.2527661328
3.0056285334,-0.6395756482
2.4385051869,-1.1265254376
3.0343289988,-0.8420149863
2.2864195230,-1.1654702151
3.1157611535,-0.5520619270
3.1083326028,-0.8500623468
2.2606804764,-1.2622317525
3.0548542235,-0.6028652730
3.0930077005,-0.8515420196
2.1684724386,-1.2908434544
2.9800385750,-0.6606084040
2.7432779014,-1.0430326827
3.0601390062,-0.7898225113
2.3011440536,-1.2477586180
3.0822306047,-0.5784033901
2.4443601640,-1.1136847272
3.0432352923,-0.8484351278
2.2630249621,-1.1778947123
3.1016261402,-0.5641983497
3.0421779190,-0.8520474550
2.2898561771,-1.1628457469
3.1194307907,-0.5493498436
2.7024217232,-1.0455927910
2.5821025731,-0.9804525574
2.7818415347,-1.0138340381
2.7024039241,-1.0427745063
2.3788470499,-0.9701814895
3.0926186582,-0.8503687727
2.1697869380,-1.2906345871
2.9806449342,-0.6610633699
2.7316552732,-1.0490285486
2.6575675872,-0.7634607209
3.0487750065,-0.8517090171
2.2398132334,-1.2006597318
3.0725866819,-0.5900427596
2.8020163909,-0.7987383380
3.1200150038,-0.7361374281
2.4943777998,-0.8857019845
3.0388566505,-0.8231866790
2.2035361827,-1.2312845861
3.0327893684,-0.6206776096
2.8465845554,-0.6181975614
2.2792326517,-1.1705318740
3.1086702398,-0.5565614060
2.7412151929,-0.8456685941
3.1061142956,-0.8488159367
2.2725435266,-1.2601358756
3.0556599188,-0.6002630799
3.1202623083,-0.8453085764
2.5353350062,-1.1419465899
3.0657051741,-0.9029267560
2.3945578644,-1.0795295049
3.0371692483,-0.8331149888
2.2422525025,-1.1972951992
3.0765026435,-0.5858280037
3.0580365078,-0.9037031073
2.4324648755,-1.0480413285
3.0923811714,-0.8495645244
2.1715937486,-1.2905119981
2.9823037380,-0.6585499551
2.8689938661,-0.9884574873
2.6352430954,-1.0734972908
2.8964021909,-0.5818675996
2.3573894681,-1.2207979891
3.0305011456,-0.8244740778
2.2258395379,-1.2136461158
3.0500535303,-0.6017151749
3.0623737360,-0.8517220294
2.1875643166,-1.2469808876
3.0139543658,-0.6361753063
2.9281494707,-0.5564739421
2.6986709417,-0.7310261458
3.0619327008,-0.8501974077
2.1926480476,-1.2446678242
3.0114206445,-0.6330173949
2.8069670482,-0.7952476354
2.9873735443,-0.5088666835
2.3749828735,-0.9706113950
3.0906859394,-0.8483320656
2.1837182759,-1.2888370684
2.9825548420,-0.6562926667
3.0012150380,-0.9407484458
2.9423172217,-0.6514328514
2.2682989370,-1.2606132664
3.0534277597,-0.6001109258
3.0051667340,-0.9239303876
2.8491358294,-0.7271633793
2.7872454692,-0.7718198915
3.0324620818,-0.8273227486
2.2323763464,-1.2091859393
3.0563722930,-0.5976752344
3.1278142626,-0.8437919252
2.7062772967,-1.0593789671
2.4464940004,-1.1038653743
3.0546660253,-0.8496923775
2.2123140921,-1.2253224302
3.0349115428,-0.6135726625
3.0062627155,-0.4949417752
3.0296429711,-0.9151108654
2.6737243051,-0.8623988098
3.0371079383,-0.8365678168
2.2530562160,-1.1877179368
3.0890476025,-0.5754684838
2.4342003723,-1.1205041466
3.0412166316,-0.8466338380
2.2809331866,-1.1662625032
3.1186971210,-0.5533963780
3.1108668362,-0.8471679562
2.3487094766,-1.2272206994
3.1262304910,-0.5439069585
3.0293212760,-0.8462481118
2.3206399547,-1.1360200089
3.0376182884,-0.8147774018
2.1742442067,-1.2615384994
2.9911969358,-0.6476495128
2.8334600248,-0.6289645276
2.4000274618,-1.0756223438
3.0366520140,-0.8395398655
2.2701013308,-1.1742892059
3.1074361033,-0.5615244088
3.0464097909,-0.8098071977
2.1566772903,-1.2812158351
2.9772617693,-0.6632235759
2.6068183300,-1.1055874471
2.5072161689,-1.0448780536
2.6047276108,-1.0849448946
3.0888829168,-0.7650512335
2.5452512203,-0.8436206289
2.4464119581,-1.1310323261
3.0378976546,-0.8430109858
2.2793623126,-1.1669475898
3.1175201947,-0.5537909910
2.4467980460,-1.1325561877
3.0364776930,-0.8435241198
2.2778298619,-1.1661257225
3.1177920201,-0.5517475493
2.9685259214,-0.9370920267
3.0582654920,-0.5677688180
2.8430473415,-0.9846182567
2.5249396924,-1.0260813714
3.0333414697,-0.8266609313
2.2240132608,-1.2101161935
3.0585100197,-0.5978538235
2.4604520056,-1.0898427212
3.0924589534,-0.8483001930
2.1901988308,-1.2876103500
2.9872688468,-0.6528503471
2.7215933569,-0.7143123563
3.1010544450,-0.7561021401
2.4660741469,-1.0861585431
3.1065035844,-0.8474808391
2.2717395140,-1.2569125435
3.0658154974,-0.5927404780
2.6969645492,-1.0451187948
2.0136606491,-1.2211985948
2.9112906247,-0.7096846294
2.3347226789,-1.1242649918
2.8647076374,-0.7525027386
2.8188670760,-0.7473143746
2.9841527725,-0.6239810250
2.5275267739,-1.0246793740
3.0305784860,-0.8370803652
2.2825600293,-1.1626765768
3.1226785730,-0.5482424112
2.7801355366,-0.6690972066
2.8562900221,-0.7167550980
2.6764455953,-0.8583291688
2.5173906398,-0.8689833922
3.0545095502,-0.7918423156
2.2458995502,-1.2687125973
3.0409128932,-0.6153046761
2.5356760572,-1.0205782745
3.0395772840,-0.8506471630
2.2797567199,-1.1677485975
3.1168820486,-0.5553009317
2.5606715771,-0.8353589761
2.6350955477,-0.9342382181
2.8025204099,-1.0037437942
2.8236930617,-0.9943573807
2.5444715787,-1.0113448690
2.8775279569,-0.9741490878
3.0321416789,-0.8206509260
2.2051292952,-1.2313644902
3.0271233013,-0.6193635266
2.3808722633,-0.9674412268
3.1055133860,-0.8468318850
2.2858072592,-1.2544265492
3.0679822960,-0.5899929051
2.4401196575,-1.1273054699
3.0352836557,-0.8421294822
2.2758588162,-1.1673181574
3.1159942204,-0.5527966060
2.4146525938,-0.9415747267
2.5560190140,-1.0036353769
3.0312619496,-0.8321498832
2.2558760327,-1.1838540395
3.0936099135,-0.5705544179
2.5310171829,-1.0232075212
3.0331162475,-0.8452989148
2.3137009292,-1.1391898128
3.0391528357,-0.8477775174
2.2885158955,-1.1586521516
3.1285162131,-0.5443844498
3.0837420094,-0.8500321868
2.1640383425,-1.2890165461
2.9703515390,-0.6644934176
2.5110284746,-1.1520578094
3.1023199634,-0.8478059501
2.2470198251,-1.2700314024
3.0332774381,-0.6178578314
2.7888429090,-0.6642049999
2.8057723728,-0.7570100045
3.0588565067,-0.5670479512
3.0269673101,-0.9140056597
2.6702639961,-0.8631010237
2.1559799006,-1.1262376053
3.0491421477,-0.6022931847
3.0537238918,-0.8524758899
2.2263579574,-1.2133126284
3.0505147433,-0.6014906490
3.0718451510,-0.8511144529
2.1652577920,-1.2719686219
2.9801002688,-0.6561884218
2.9612622922,-0.9541953182
3.1376521902,-0.5090067789
