theta,omega
2.6300834139,-0.9377166682
2.5351065705,-1.1112059980
3.0278873602,-0.9186657244
2.7122736415,-0.8289622639
3.0699026498,-0.9024913725
2.3630361813,-1.0981396477
3.0609288795,-0.7874609759
2.3495395495,-1.2255074890
3.1342182227,-0.5425313986
2.8828772985,-0.7376536903
2.6556957108,-0.8729195006
2.4357085721,-1.1289479372
3.0315023688,-0.8404675496
2.2820012218,-1.1667406318
3.1130687193,-0.5521165087
3.0493409491,-0.8067886948
2.1680411335,-1.2876130841
2.9727073784,-0.6651705153
2.5127286432,-1.1531905714
3.0982293892,-0.8501535565
2.1902186607,-1.2869527501
2.9953900336,-0.6501148173
2.9203503793,-0.5638098278
3.0315155113,-0.8319326862
2.2555831949,-1.1844577151
3.0929471901,-0.5713874584
3.0077222495,-0.9218139797
2.8195439228,-0.7487752739
2.9919748664,-0.6140174230
2.4878788258,-1.0592328912
2.5385671644,-1.0201452936
3.0443804345,-0.8519275788
2.2710228806,-1.1767934850
3.0997383683,-0.5635494914
3.0441996993,-0.8517906970
2.2660159095,-1.1798399407
3.0951484696,-0.5662289328
3.0405181519,-0.8514648696
2.2974302612,-1.1569972969
3.1276095152,-0.5431980056
2.4432324336,-1.1332930813
3.0330730356,-0.8428187835
2.2840254173,-1.1651095094
3.1153164668,-0.5503691713
3.1388524093,-0.7207413095
3.0347738803,-0.4736601976
3.0474809804,-0.8020354662
2.1700027448,-1.2896764208
2.9735612716,-0.6627020535
2.5989022941,-1.1119472228
3.0587383304,-0.8519504056
2.2018613674,-1.2340805197
3.0235930610,-0.6220179223
2.7322393960,-1.0340925615
2.8620818946,-0.7540888281
2.8352148780,-0.7342835487
2.8659129611,-0.7137845228
2.6326313306,-0.8903802127
3.1135893612,-0.8502435802
2.3042349268,-1.2450658241
3.0927363072,-0.5746529997
2.1752606794,-1.1133354995
3.0684376660,-0.5875549906
2.5481394455,-1.0103072547
2.7158122232,-0.8693805707
2.8321964981,-0.9901109468
2.5211364622,-1.0306786282
3.0822031313,-0.7724530176
3.1013321541,-0.9013955654
2.1984781456,-1.2380305182
3.0190011494,-0.6263396584
2.3427353536,-0.9941817296
3.0338466820,-0.8428651163
2.2853729619,-1.1649776756
3.1158899167,-0.5507726774
2.9344082377,-0.5524058096
2.4541346324,-1.1333293621
3.0398252026,-0.8469355745
2.2808355669,-1.1702968495
3.1092502084,-0.5574188485
3.0430283484,-0.9129371528
2.5906269199,-0.9225925102
2.7876699473,-0.6640279482
2.8058929034,-0.7561644590
3.0524735461,-0.5710992015
3.0322757592,-0.8379459122
2.2870585175,-1.1608124198
3.1259619781,-0.5472519499
2.5111983530,-1.0396633912
3.0293603595,-0.8374978927
2.2827933334,-1.1665674934
3.1135011043,-0.5521891222
2.7753458661,-1.0140453988
2.2101837329,-1.0876973577
3.1123105927,-0.5564420647
2.6127221081,-0.7966058812
3.0308087327,-0.8463952349
2.3246777275,-1.1347849892
3.0518543812,-0.8004374877
2.1853145557,-1.2884632274
2.9836553899,-0.6557448390
3.0508326904,-0.9230286136
2.5954329546,-0.9189375117
3.0348784116,-0.8426784621
2.2757886873,-1.1720806125
3.1058524056,-0.5580267388
3.0713726721,-0.8511299551
2.1658549301,-1.2710315335
2.9809850691,-0.6554406620
3.0166076107,-0.9332258991
2.8333415339,-0.7395819311
2.9117083371,-0.6765511823
2.2176773036,-1.2234907371
3.0386072315,-0.6125892129
2.5460584313,-0.8465410059
2.5620354231,-1.1015534829
2.7510623850,-0.8440969767
3.0465126290,-0.8524187734
2.2662913984,-1.1814138340
3.0937531812,-0.5688812300
2.7497799165,-0.8394312252
3.0713286097,-0.7815516290
2.5558299095,-1.1287280162
2.7930070688,-0.8095770418
3.0369143237,-0.8416068805
2.2747573577,-1.1699893269
3.1130795453,-0.5566538430
3.0252194388,-0.8405114360
2.3117493861,-1.1422099433
3.1168287862,-0.8486167603
2.3627894853,-1.2194461425
2.6195780188,-0.9459037045
2.4545428420,-1.0925387678
3.0819881074,-0.8478706104
2.1634624857,-1.2895654840
2.9766392456,-0.6656804900
2.5225937940,-1.1460900668
3.0385118027,-0.8146882996
2.1785446089,-1.2598740226
2.9941577541,-0.6470905302
2.9500129245,-0.9461530566
3.1069249866,-0.7503536757
3.0406698904,-0.8517288463
2.2966366362,-1.1574270384
3.1269302047,-0.5435405613
2.6888926923,-0.7390393991
3.0629747032,-0.7943378874
2.2556645101,-1.2648689749
3.0494986009,-0.6084195398
3.0591583871,-0.9043586978
2.4359388708,-1.0463718738
3.0995341889,-0.8494283692
2.2013687617,-1.2835805443
3.0046456141,-0.6420583982
3.0709425083,-0.8533359984
2.1704742380,-1.2594608241
2.9976520211,-0.6459495447
3.0466420813,-0.8114572921
2.1599432728,-1.2777021832
2.9807727587,-0.6614475026
2.7138131686,-1.0575995906
2.6302863463,-0.9360300402
3.0444834887,-0.8140744499
2.1654171601,-1.2692102528
2.9886425181,-0.6551105107
2.8487899121,-1.0017100003
2.4481658665,-1.1079902978
3.0507024094,-0.8504146270
2.2355478878,-1.2006339532
3.0710943556,-0.5882067108
2.4677655767,-1.1321229451
3.0518188475,-0.8510886428
2.2427596446,-1.1967116216
3.0771975800,-0.5851768515
3.0298869832,-0.9133378488
2.6522330262,-0.8774020413
3.1069609542,-0.7529170024
3.0527441686,-0.8079554422
2.1606524591,-1.2888299205
2.9754998696,-0.6658086417
2.5081089192,-1.1522391210
3.0994302521,-0.8470750174
2.2358498490,-1.2734170057
3.0247454020,-0.6230036292
2.4519985113,-1.1329314437
3.0393126538,-0.8454442137
2.2803221964,-1.1657642730
3.1189688596,-0.5522997381
3.0360705047,-0.9142476626
2.6319465568,-0.8895592428
2.9050178898,-0.9597790937
2.7938268486,-0.6566047914
2.7263143388,-0.8197686649
3.0333439663,-0.8358436733
2.2746841341,-1.1712160864
3.1118956170,-0.5586022353
2.6250380899,-1.0746764955
2.1199702438,-1.1483629991
3.0221901124,-0.6256970577
2.6526148422,-0.9200768056
2.6538808789,-0.9180349651
2.5932121540,-0.9673314534
2.4725655661,-1.0734355253
2.5563110889,-0.8368487355
2.5408288639,-1.0129412459
2.5372455887,-1.0146100760
3.1403762654,-0.8429048543
2.5118675953,-1.0396087967
3.0298580696,-0.8371463995
2.2813624792,-1.1682173127
3.1114331461,-0.5542392651
2.2826668610,-1.0370731365
2.5631174897,-0.8340795687
2.6407155074,-0.9315578699
3.0640136603,-0.4553916452
2.4759298243,-0.8999027138
3.1410626749,-0.8413630623
2.5260598660,-1.0252326573
3.0307192144,-0.8332342207
2.2621570490,-1.1785586759
3.1007172146,-0.5648485088
3.0825354385,-0.8518526022
2.1650469055,-1.2843186167
2.9725758455,-0.6650066801
2.5156584401,-1.1516704744
3.1074240481,-0.8488019787
2.2597048472,-1.2628322524
3.0537018227,-0.6041695934
3.0579098332,-0.8542794929
2.2217530026,-1.2131754302
3.0549786767,-0.6015923130
2.7167161852,-0.8720766265
2.4442113903,-1.1297420862
3.0372390532,-0.8424997383
2.2780951982,-1.1675116383
3.1165580992,-0.5541333940
2.7226002060,-0.8643701699
2.4468589525,-1.1151403961
3.0441734114,-0.8487018301
2.2722053720,-1.1728854090
3.1094682892,-0.5602181405
3.0418505045,-0.8522958043
2.2942400428,-1.1540727317
3.1348233305,-0.5394775295
2.8924921178,-0.7246429515
2.5129294490,-0.9850766771
3.0490734036,-0.8540693783
2.2731331747,-1.1727319704
3.1099236959,-0.5603986772
3.0433249695,-0.8527945259
2.2919126580,-1.1565332605
3.1316776301,-0.5424711315
3.0684402145,-0.8512406176
2.1762313275,-1.2550086775
3.0032961974,-0.6424495388
3.1377653023,-0.8435356290
3.0687830029,-0.9181030325
2.4675131931,-1.0193819402
2.5104596932,-1.0444746275
2.8050717834,-1.0020894100
3.1177819575,-0.8493031125
2.3713529625,-1.2154021798
3.0520693075,-0.8521801447
2.2447377120,-1.1948374763
3.0795977068,-0.5831038847
3.0273728305,-0.9140374606
2.6692167474,-0.8640799437
2.7619887264,-0.8315755766
3.0457799325,-0.8049916171
2.1646703288,-1.2871130023
2.9712785697,-0.6650014886
2.5045398472,-1.1560121227
3.0809548195,-0.8510491331
2.1554318759,-1.2827660306
2.9757911265,-0.6640773163
2.5630340487,-1.1256246555
3.0512314874,-0.8015157389
2.1799470258,-1.2891498558
2.9794526111,-0.6601057506
2.7677565199,-1.0374482153
2.5831182559,-0.9813931015
2.6063760033,-0.9570364833
3.0171723289,-0.4882493972
3.0639795097,-0.7927443573
2.2786348733,-1.2554888209
3.0700103714,-0.5920421385
3.0271100349,-0.8432463258
2.3195254519,-1.1369928935
3.0296748813,-0.8296734629
2.2458782513,-1.1961173902
3.0730090400,-0.5832346417
3.0236143181,-0.9171581736
2.7178948977,-0.8281614264
3.0312396211,-0.8370871302
2.2822884706,-1.1634727275
3.1218241662,-0.5494263133
3.1414242896,-0.8432656375
2.4444518553,-1.1180740429
3.0410915069,-0.8470261173
2.2772995899,-1.1680889389
3.1157378046,-0.5547229841
2.7349917319,-0.7030071616
3.1188733150,-0.5219817630
2.7888432654,-0.8105252555
3.0368338106,-0.8445781826
2.2857130922,-1.1662666593
3.1147557706,-0.5530502127
2.9119187640,-0.5669027605
3.1025510901,-0.9051094109
2.2124928158,-1.2215915380
3.0442524028,-0.6104471335
2.4625642549,-1.0897999418
3.0938648354,-0.8490923357
2.1786365131,-1.2892287150
2.9876316142,-0.6539411443
2.5845428336,-0.9770335058
2.8308994909,-0.7732837008
3.0149577285,-0.5983549972
2.6520306888,-1.0643296521
2.8103406354,-0.7918596279
3.0344512683,-0.8418654658
2.2863144364,-1.1602338810
3.1262687815,-0.5459624842
2.4974736811,-1.1226324688
3.1280678886,-0.8414934833
2.8469817318,-1.0011092179
2.6509176819,-1.0649494422
2.6307343862,-0.9379159304
2.2526516595,-1.0562426187
3.0382199968,-0.8219447649
2.1912498702,-1.2393253069
3.0215085869,-0.6272376442
2.6368703840,-1.0725869698
2.5109166899,-1.1184049986
3.0889121360,-0.8492293883
2.1766213952,-1.2898375410
2.9781023444,-0.6581244873
2.8394063660,-1.0038387852
2.9412703075,-0.5487750548
2.5428447154,-1.0116182552
3.0581669968,-0.7886877410
2.3023439080,-1.2461163119
3.0848900632,-0.5744034242
2.6292621955,-1.0755778983
3.0851225205,-0.8520905695
2.1543715140,-1.2878457430
2.9728102752,-0.6656634806
2.4877845716,-1.1599945265
3.0653451510,-0.8526329330
2.1963658527,-1.2379360958
3.0245774607,-0.6272859887
2.6733862726,-1.0565372482
2.2329744047,-1.0752071698
3.1265269160,-0.5430860737
2.7166356455,-0.7191702546
3.0492318576,-0.8101113742
2.1565300521,-1.2845148197
2.9753912506,-0.6649868977
2.5307864598,-1.1410585893
3.1369216784,-0.8437247934
3.0280686873,-0.9325654877
2.7828970738,-0.7752766703
3.0783276834,-0.8517229043
2.1641538994,-1.2797325937
2.9746824216,-0.6624304503
2.6180130947,-1.1037545941
3.0736608905,-0.7801645205
2.6274912760,-1.0959921237
2.5176163954,-1.0345234094
3.0322048360,-0.9123825208
2.6327724061,-0.8923301261
2.4439041687,-1.1291539094
3.0372598527,-0.8425861165
2.2782379918,-1.1673737246
3.1167373650,-0.5539734322
2.4451565089,-1.1320942454
3.0359281832,-0.8428699282
2.2771085499,-1.1665690665
3.1171275242,-0.5521425904
2.5197101384,-0.8652531096
3.0657600395,-0.4497047856
2.9761539934,-0.9327223665
3.0060416170,-0.6056595827
3.0147716944,-0.9204012615
2.7827293190,-0.7782011283
3.0918270279,-0.7665644665
2.5894182345,-0.8128481585
2.6001640948,-0.9618381936
2.3166458633,-1.0130826848
3.0510378263,-0.8046729111
2.1605239798,-1.2908139702
2.9752708178,-0.6635724416
2.5872590630,-1.1190803538
3.0831407938,-0.7684177961
2.1765250801,-1.1097885067
3.0785104318,-0.5828505885
3.0107111973,-0.9200047387
2.7911296875,-0.7699541199
3.0380404564,-0.8136220337
2.1704629536,-1.2654397942
2.9868307729,-0.6508469671
2.3122511026,-1.0151116497
3.0508933937,-0.8007825477
2.1818234659,-1.2889855705
2.9814988945,-0.6564870231
2.9734057186,-0.9506399506
3.0859325006,-0.5422842065
3.0326200606,-0.8186132360
2.1955934158,-1.2395211063
3.0230233330,-0.6290766465
2.8976093667,-0.7215003757
2.4740007777,-1.0162092211
2.5103381606,-1.1212689133
2.4513198035,-1.1064804021
3.0545154876,-0.8514171853
2.2298620449,-1.2071218223
3.0632545142,-0.5957732315
2.4455222345,-1.1328891350
3.0352336448,-0.8432472317
2.2876158625,-1.1646083449
3.1169899223,-0.5511987072
2.8266440738,-0.7806767977
3.0639550771,-0.5587064163
2.6251894520,-1.0753131892
3.0592459038,-0.7949942578
2.2301842174,-1.2735669802
3.0288839048,-0.6226225977
2.4808763639,-0.8948335633
3.0606729866,-0.7894474058
2.3101257675,-1.2439865407
3.0904007143,-0.5720484258
2.4840868220,-1.1281805960
3.0809871368,-0.8508465427
2.1547164557,-1.2835013185
2.9750732579,-0.6643325031
2.5478535425,-1.1324324519
2.8356324062,-0.6296071152
2.4010719642,-1.0710330803
3.0352152865,-0.8439900889
2.2858861725,-1.1650731804
3.1159665654,-0.5511684098
2.2501193032,-1.0609790045
3.1022862826,-0.8507209513
2.2071352905,-1.2823169592
3.0084462107,-0.6405805411
2.4429993539,-1.1250124225
3.0380165957,-0.8437635824
2.2800142036,-1.1660545018
3.1185899301,-0.5526302737
2.7814523562,-0.6660771637
2.8292822963,-0.7410710881
2.9225286203,-0.6661690385
2.1631106731,-1.2780753214
2.9754467731,-0.6602354419
2.7089575826,-1.0610739601
3.1164252501,-0.4146934392
3.0711067646,-0.9025756394
2.3595647681,-1.1013720354
3.0729420640,-0.7762387760
2.7805606163,-1.0295759982
2.4387523564,-1.1207606621
3.0360087301,-0.8444835428
2.2862587557,-1.1652089865
3.1159583431,-0.5515641420
2.5416377238,-1.0157122401
3.1073845969,-0.8463987419
2.3252430116,-1.2364409381
3.1058093427,-0.5582103469
3.0922897741,-0.8530585829
2.1642074309,-1.2900702575
2.9769940180,-0.6650113057
2.5466142463,-1.1346361430
2.6606971875,-0.7610111090
3.0249788532,-0.8368223221
2.2951929806,-1.1552054589
3.1340499236,-0.5417768680
2.6120690580,-1.0827701957
3.0196515375,-0.9191518795
2.7533788190,-0.8013152236
3.0566335441,-0.8546348693
2.2332388779,-1.2044790101
3.0668174332,-0.5931531502
3.1243697198,-0.8422878026
2.7044016077,-1.0639157698
3.0983295426,-0.7550033933
2.4460661847,-1.1331928343
3.0350153048,-0.8437166903
2.2863173990,-1.1648313832
3.1163435745,-0.5509686422
2.9845806548,-0.9325024839
2.9788381225,-0.6227632749
2.6683754031,-1.0579066934
2.4917270391,-1.0620904441
2.4625712994,-1.1318345231
3.0501762501,-0.8490069949
2.2234453234,-1.2144434916
3.0544928174,-0.6041552305
3.0595166346,-0.8549125529
2.2237754196,-1.2130072568
3.0558629576,-0.6021572078
3.1343189907,-0.8456323694
2.8281252531,-1.0069944223
2.5366907383,-1.0223989761
3.0304120367,-0.8460265306
2.3214206045,-1.1367353053
3.0310026084,-0.8304211977
2.2490797948,-1.1948257144
3.0753177214,-0.5825844164
3.0077388127,-0.9239149844
2.8341394219,-0.7332086916
2.8571066990,-0.7189542006
2.6937561483,-0.8414925871
2.3828199617,-0.9681198542
3.1025653075,-0.8493649327
2.2187409595,-1.2780898134
3.0186337356,-0.6315401922
2.7480679668,-1.0258632795
2.8080846788,-0.6473839818
2.6288790257,-0.8979317052
3.0424243265,-0.8154077429
2.1691595538,-1.2633367064
2.9943170146,-0.6499069991
3.0304873863,-0.8243878910
2.2254006282,-1.2139761579
3.0496028690,-0.6020310362
3.0550440150,-0.8519327845
2.2135959167,-1.2230218519
3.0434801952,-0.6128366610
2.6834999438,-0.8982898107
2.4745279497,-1.1304833030
3.0630753338,-0.8514737016
2.1903093047,-1.2403453251
3.0202987318,-0.6283532557
3.0920554371,-0.8519138830
2.1655796321,-1.2901938787
2.9777368692,-0.6646134000
2.5667400179,-1.1254445772
2.4821037921,-1.1287380145
3.0766021085,-0.8512318426
2.1585216865,-1.2753348807
2.9816301443,-0.6592142760
2.8225425915,-1.0084321670
2.6178182511,-0.7933497010
2.4634058432,-1.0833692866
3.1140224621,-0.8435830553
2.4618847280,-1.1746933542
3.0334867430,-0.8332982901
2.2564071897,-1.1903641212
3.0819925913,-0.5787387730
2.5193741577,-1.1175433397
2.4573040590,-1.0994227777
3.0689184473,-0.8522677119
2.1808568301,-1.2517113074
3.0076475779,-0.6399022462
2.4548309491,-1.1007952589
3.0649613925,-0.8518022467
2.1877790474,-1.2436075766
3.0167032202,-0.6318191896
2.5046731970,-1.0432144234
3.0897024447,-0.7667915445
3.0954506126,-0.7559172481
2.7022467400,-1.0444215653
2.7921567821,-0.6626577923
2.7863133857,-0.7724164117
3.0427200192,-0.8121975981
2.1591233703,-1.2730032353
2.9834548357,-0.6570806555
2.9662973502,-0.9556774159
3.1344721110,-0.5082883162
3.1196160914,-0.8452752717
2.5082556447,-1.1552800560
3.0865343137,-0.8513437824
2.1584152861,-1.2877148892
2.9747298069,-0.6661758643
2.4904542951,-1.1602647486
3.0579804384,-0.8501252591
2.2045291216,-1.2331972565
3.0253392778,-0.6217789052
2.3649062965,-0.9788011263
3.0623436768,-0.8513496230
2.1914850377,-1.2389599317
3.0218728856,-0.6268988311
2.6690160526,-0.9052963379
2.2070337490,-1.0911945382
3.1020068570,-0.5594428855
3.0535089217,-0.8044367870
2.1667155170,-1.2901032770
2.9784960946,-0.6640407170
2.5936367557,-1.1130138185
3.0449631627,-0.8529886953
2.2835912054,-1.1631282104
3.1225762143,-0.5494931340
2.8792301822,-0.9699587396
3.0304736934,-0.8352236402
2.2730227353,-1.1699829887
3.1125069053,-0.5558435589
2.6456701247,-1.0695165700
3.0562890956,-0.8526059052
2.2175413199,-1.2212711728
3.0403297889,-0.6097423194
2.4586641317,-1.1329615423
3.0436498995,-0.8485329574
2.2665780609,-1.1815931138
3.0936849782,-0.5692869421
2.6752587695,-1.0550333295
2.9272301653,-0.5583460283
2.9100351429,-0.5709420036
2.8651385575,-0.9898992430
2.4429113032,-1.1326492918
3.0337814862,-0.8423634573
2.2858114986,-1.1650436198
3.1159716801,-0.5510819349
3.0657079088,-0.8548885998
2.2003597339,-1.2338907916
3.0294068215,-0.6232014968
2.0836828546,-1.1725614553
2.9862307895,-0.6553492997
3.0639852783,-0.9147130785
2.4564994793,-1.0299214821
3.1063826092,-0.8492183111
2.2569512132,-1.2629128047
3.0526815894,-0.6030628797
3.0635757124,-0.8532373531
2.1998274572,-1.2392675741
3.0185435071,-0.6283930126
3.0863072354,-0.8505858354
2.1680208671,-1.2892588831
2.9723119996,-0.6642171737
2.5375609127,-1.1407269028
3.0577541070,-0.9081213550
2.4763371955,-1.0114084424
3.0348855790,-0.8249580765
2.2139514017,-1.2193044443
3.0468154378,-0.6074920545
2.5697283012,-0.9941164019
3.0103185627,-0.9216572435
2.8099465689,-0.7568924397
3.0552869804,-0.5669601375
2.8365267205,-0.9898784580
2.8175988162,-0.7906957055
3.1304905056,-0.5115462894
2.8929293211,-0.9680223301
3.0373773389,-0.8468101003
2.2886941078,-1.1576146066
3.1295773684,-0.5427490777
2.7390205925,-1.0289161370
2.8055601484,-0.7996289000
3.1136060905,-0.7468226497
2.6473073506,-0.9290882580
2.7019714769,-0.7287592732
3.0469244126,-0.8490934828
2.2495091015,-1.1949592456
3.0753306637,-0.5830182692
3.0073985305,-0.9244635678
2.8408629935,-0.7284504445
2.8087606034,-0.7565325575
3.0507150345,-0.5687970281
2.7728650150,-0.6776607529
2.9313943658,-0.6615195533
2.1717887377,-1.2885456568
2.9747990403,-0.6630478505
2.5998819843,-1.1125619656
3.0499860277,-0.8524736989
2.2462025484,-1.1972658666
3.0720502500,-0.5852137649
3.0652920330,-0.9040027354
2.3980067071,-1.0707560504
3.0329438586,-0.8433680410
2.2817001691,-1.1659906060
3.1192134058,-0.5533023479
3.0320620131,-0.8428994551
2.3073857687,-1.1440223512
2.9265257328,-0.9564251709
3.0475895802,-0.8499017564
2.2602992844,-1.1826353649
3.0962552301,-0.5705922254
2.8074901792,-1.0017535050
3.0499201205,-0.8527596791
2.2514604275,-1.1936993462
3.0771707172,-0.5818906443
3.0399731767,-0.9133230591
2.6066662826,-0.9095372308
3.0837803149,-0.8495223278
2.1672198755,-1.2871508342
2.9723781087,-0.6655441387
2.4990864508,-1.1595815439
3.0657154201,-0.8524112974
2.1923443601,-1.2410219205
3.0205387770,-0.6300007674
2.1960886111,-1.0994050998
3.0899947384,-0.5697208897
3.0312877487,-0.8303547563
2.2458629330,-1.1915381788
3.0830272855,-0.5783713458
2.4496295304,-1.1087169118
3.0509703323,-0.8508049564
2.2429809999,-1.1959693691
3.0779497679,-0.5841166672
3.0026429944,-0.9225810723
2.8425392418,-0.7300699525
2.8179767736,-0.7459886062
2.9724724150,-0.6308171796
2.4369427907,-1.1286207663
3.0325201893,-0.8408828635
2.2834550167,-1.1664827324
3.1137999362,-0.5523608345
2.4466218971,-1.1327338959
3.0361109737,-0.8435639061
2.2771900499,-1.1661391382
3.1175656471,-0.5514769563
2.7770562062,-0.8187562669
3.1014918428,-0.8467716887
2.2535530193,-1.2668387239
3.0399853668,-0.6111283938
2.5229462188,-1.1156931677
2.4440806510,-1.1261868605
3.0385046472,-0.8435584108
2.2805100108,-1.1663789683
3.1184465473,-0.5533869360
3.0862377008,-0.8506108685
2.1678057589,-1.2892896536
2.9722009234,-0.6641888625
2.5373687127,-1.1407268432
2.5152525418,-0.8684767130
2.4534551364,-1.1029232108
3.0606889291,-0.8517934330
2.2037688183,-1.2292407845
3.0345579696,-0.6179532407
2.4557191830,-1.0967389777
3.0730390220,-0.8507078398
2.1720632103,-1.2693258358
2.9847256849,-0.6555154967
3.0756374370,-0.9152709846
2.4078195048,-1.0654446487
3.0423373988,-0.8480543804
